Applicant_ID,Age,Education_Level,Years_with_Current_Employer,Years_at_Current_Address,Household_Income_(Thousands_NIS),Debt_to_Income_Ratio_(%),Credit_Card_Debt_(Thousands_NIS),Other_Debt_(Thousands_NIS),y
12031,23,high school,14,1,105,8.9,4,7,0
12032,55,university,11,10,124,4.2,6,11,0
12033,43,university,10,9,98,9.1,3,14,0
12034,28,high school,6,1,177,8.8,1,15,0
12035,40,high school,5,2,120,3.2,1,5,0
12036,41,high school,4,7,225,10.9,1,16,0
12037,23,high school,19,2,169,1.8,3,19,0
12038,22,university,3,7,169,5.9,23,6,0
12039,41,high school,18,5,357,0.7,3,6,0
12040,21,graduate professional education,7,13,60,22.9,6,8,0
12041,35,high school,8,11,98,6,4,4,0
12042,48,university,0,8,105,5.3,8,1,0
12043,29,high school,17,0,124,18.2,6,1,0
12044,36,high school,9,10,124,5.3,9,9,0
12045,38,high school,20,2,131,5.3,5,11,0
12046,41,high school,19,6,199,12,5,2,0
12047,31,university,21,15,240,3,4,8,0
12048,38,graduate professional education,8,10,64,10.2,2,8,0
12049,31,university,4,2,113,9.5,2,11,0
12050,36,university,2,26,101,5.9,17,18,0
12051,32,university,9,8,304,22.9,3,7,0
12052,32,university,14,6,135,17,3,6,0
12053,32,high school,0,10,252,3,17,7,0
12054,39,high school,6,13,177,15,5,11,0
12055,39,high school,8,16,83,21,3,5,0
12056,25,graduate professional education,19,17,169,6.7,0,2,0
12057,36,high school,9,12,64,17.4,0,9,0
12058,39,graduate professional education,3,2,94,23.4,2,6,0
12059,41,high school,18,5,101,11.4,17,3,0
12060,39,high school,1,5,116,12.8,2,29,0
12061,41,university,19,10,98,13.8,7,7,0
12062,32,university,6,4,240,5,2,23,0
12063,39,0,18,7,120,14.4,2,9,0
12064,43,high school,5,7,135,3.1,1,6,0
12065,41,high school,8,7,98,5.6,4,5,0
12066,22,high school,13,8,146,5.7,2,4,0
12067,39,high school,14,1,192,7.8,1,14,0
12068,42,high school,7,9,361,13.8,0,9,0
12069,36,0,0,0,135,21,2,7,0
12070,43,university,12,0,192,3.2,2,7,0
12071,27,high school,6,19,146,19.9,0,6,0
12072,30,high school,21,20,124,6.7,4,6,0
12073,43,university,7,10,135,7.8,1,35,0
12074,29,high school,5,19,199,3.2,10,6,0
12075,30,high school,9,23,158,19,2,1,0
12076,24,university,6,3,233,4.2,3,17,0
12077,39,graduate professional education,5,17,225,17.1,0,6,0
12078,26,high school,13,16,300,21.4,3,2,0
12079,41,university,6,3,308,9.1,8,6,0
12080,28,high school,18,9,270,4.7,3,7,0
12081,45,university,6,3,237,13,8,8,0
12082,38,high school,2,3,128,3.8,1,8,0
12083,37,0,8,10,68,1,6,69,0
12084,33,graduate professional education,8,16,240,6.7,5,11,0
12085,23,university,14,26,113,10.2,2,8,0
12086,38,high school,6,21,135,12,6,2,0
12087,34,high school,3,2,83,12.3,5,15,0
12088,26,high school,5,2,135,8.3,1,1,0
12089,23,university,6,1,146,3.7,17,4,0
12090,46,university,10,4,90,15.3,0,24,0
12091,25,graduate professional education,15,1,116,11.3,14,13,0
12092,28,university,0,23,109,2.6,3,7,0
12093,28,high school,8,3,162,19.2,0,1,0
12094,30,high school,17,5,64,6.7,14,6,0
12095,40,high school,0,0,146,12,3,3,0
12096,29,high school,22,3,135,13.3,6,18,0
12097,28,high school,18,9,334,16.5,2,10,0
12098,31,high school,8,7,60,12.3,3,4,0
12099,39,high school,8,3,86,9.6,2,19,0
12100,43,high school,18,1,357,1.5,3,5,0
12101,30,university,12,14,83,22.9,3,4,0
12102,46,high school,18,15,233,13,0,4,0
12103,37,graduate professional education,10,9,113,3.5,14,1,0
12104,27,high school,13,16,109,18.2,3,41,0
12105,44,high school,13,2,94,4.6,1,0,0
12106,48,graduate professional education,5,6,165,1.5,6,38,0
12107,31,0,0,10,79,7.4,1,4,0
12108,35,university,6,2,105,12.8,2,21,0
12109,41,university,7,3,139,8.2,5,5,0
12110,27,high school,19,11,79,2.3,7,3,0
12111,39,high school,13,14,308,1.2,3,3,0
12112,52,high school,2,2,90,4.8,4,7,0
12113,32,university,3,3,184,13.8,6,4,0
12114,31,0,1,4,83,13.3,3,3,0
12115,30,high school,7,1,79,3.4,3,7,0
12116,38,graduate professional education,1,16,146,30.3,14,6,0
12117,33,university,4,0,173,3.8,3,3,0
12118,51,high school,19,17,75,0.6,4,2,0
12119,39,graduate professional education,1,10,240,5.3,3,22,0
12120,34,high school,18,10,229,4.1,0,13,0
12121,28,high school,22,5,342,2.2,17,9,0
12122,27,high school,19,10,274,0,1,5,0
12123,50,high school,9,1,146,2,8,9,0
12124,33,high school,9,13,64,19.1,3,48,0
12125,40,high school,16,4,169,9.4,4,9,0
12126,25,high school,1,14,124,3,3,1,0
12127,39,high school,3,12,120,3.7,16,3,0
12128,28,high school,4,16,334,3.6,1,3,0
12129,38,high school,3,1,240,7.4,1,2,0
12130,34,university,2,5,98,8.6,26,3,0
12131,39,university,22,1,165,8.5,12,1,0
12132,23,high school,7,20,150,15.3,4,21,0
12133,29,university,14,1,169,30.6,2,3,0
12134,41,high school,2,2,71,4.2,1,5,0
12135,44,high school,9,17,590,7.6,2,13,0
12136,33,high school,12,5,105,14.6,0,2,0
12137,29,high school,7,4,128,20.8,2,11,0
12138,31,high school,7,5,60,4,4,5,0
12139,29,high school,0,9,101,15,1,23,0
12140,50,high school,12,5,203,20,0,9,0
12141,50,university,14,13,210,22.1,10,2,0
12142,43,graduate professional education,1,11,199,12.9,3,2,0
12143,43,high school,19,13,222,7.6,1,4,0
12144,25,high school,10,10,60,5.8,4,29,0
12145,34,graduate professional education,16,22,113,6,2,8,0
12146,23,graduate professional education,10,3,60,5,1,2,0
12147,37,high school,21,1,323,12.2,6,6,0
12148,44,high school,9,26,169,8.1,2,12,0
12149,51,high school,0,25,101,9.6,2,28,0
12150,38,university,21,3,545,16.3,1,3,0
12151,36,university,25,9,188,0,2,3,0
12152,47,high school,14,5,83,11.1,4,8,0
12153,44,high school,8,8,83,5.5,26,12,0
12154,21,high school,3,19,83,7.7,2,2,0
12155,30,high school,13,9,146,4.2,0,7,0
12156,31,high school,9,11,86,15.6,1,48,0
12157,29,high school,1,9,199,6.2,2,8,0
12158,34,high school,14,2,300,4.8,18,8,0
12159,48,high school,1,3,496,10.6,8,10,0
12160,43,high school,23,13,222,3.4,0,11,0
12161,43,graduate professional education,25,10,68,4,0,1,0
12162,56,high school,13,8,169,3,1,3,0
12163,35,high school,1,14,199,4.1,2,16,0
12164,23,university,15,15,83,5.5,2,34,0
12165,39,graduate professional education,12,4,210,5,6,8,0
12166,41,university,8,19,124,7.3,19,9,0
12167,31,high school,14,4,94,8.7,2,32,0
12168,40,high school,5,22,128,3.7,2,2,0
12169,34,graduate professional education,25,1,131,9.6,15,4,0
12170,32,university,4,9,214,7,13,11,0
12171,25,high school,11,1,98,10.8,5,9,0
12172,26,high school,15,1,173,7.3,3,21,0
12173,39,high school,0,10,120,7.6,0,8,0
12174,41,high school,8,2,270,5.6,1,1,0
12175,34,high school,3,9,282,2.9,3,5,0
12176,35,0,16,2,124,5.3,4,4,0
12177,21,graduate professional education,4,0,218,1.8,7,3,0
12178,24,high school,18,1,98,13.3,3,5,0
12179,30,graduate professional education,15,1,94,19.1,2,4,0
12180,29,high school,0,9,113,10.9,0,8,0
12181,27,high school,12,7,120,2.3,11,11,0
12182,26,0,4,12,496,4.4,2,9,0
12183,39,high school,12,11,334,4,2,3,0
12184,26,high school,13,14,105,5.6,1,1,0
12185,27,high school,6,8,165,8.5,3,4,0
12186,26,high school,1,8,165,8,7,0,0
12187,31,university,16,3,86,6.7,4,14,0
12188,34,high school,12,16,105,3.8,11,8,0
12189,32,high school,6,5,113,10.9,2,3,0
12190,25,university,15,2,128,15.6,5,35,0
12191,41,university,22,7,218,7.2,3,1,0
12192,31,university,9,15,376,9.4,0,8,0
12193,30,0,8,11,143,4.1,2,7,0
12194,35,high school,9,25,169,7.3,0,6,0
12195,39,university,3,22,79,12.2,1,29,0
12196,42,high school,0,21,98,9.6,3,69,0
12197,35,university,1,10,146,4.2,2,8,0
12198,23,high school,8,12,210,9.6,0,1,0
12199,43,high school,3,0,188,9.4,3,9,0
12200,44,university,13,14,75,12.9,2,11,0
12201,25,university,5,0,83,12,7,4,0
12202,36,high school,8,0,113,4.8,2,17,0
12203,32,high school,0,3,229,6.2,6,7,0
12204,29,university,11,3,210,2.2,2,7,0
12205,35,university,6,12,282,7,2,23,0
12206,36,high school,3,10,109,12.9,1,38,0
12207,25,graduate professional education,16,1,101,9,2,21,0
12208,39,high school,9,10,304,2.4,2,8,0
12209,24,0,7,18,244,1,6,38,0
12210,42,high school,0,14,124,5.9,1,1,0
12211,45,high school,8,9,90,4.5,7,2,0
12212,50,high school,8,12,98,6.8,5,3,0
12213,41,university,9,4,165,20,5,7,0
12214,27,high school,5,25,116,12.1,2,3,0
12215,24,university,3,26,146,3.2,6,8,0
12216,36,high school,9,8,90,1.2,0,2,0
12217,29,graduate professional education,13,2,150,2.5,2,3,0
12218,25,high school,0,1,109,22.9,3,29,0
12219,26,high school,17,4,86,7.8,1,4,0
12220,31,high school,8,2,240,8.9,3,11,0
12221,30,high school,18,10,116,13,0,7,0
12222,39,graduate professional education,13,20,270,5.6,2,9,0
12223,28,graduate professional education,15,12,451,3,6,10,0
12224,37,high school,11,6,158,13,36,3,0
12225,42,high school,18,4,451,1.7,7,15,0
12226,32,university,0,11,120,5.3,4,3,0
12227,32,university,0,3,293,10.8,3,4,0
12228,35,graduate professional education,18,12,113,1,5,8,0
12229,39,university,0,8,199,6.3,3,7,0
12230,36,high school,15,4,199,2.9,4,3,0
12231,42,high school,7,11,113,4.7,2,13,0
12232,47,graduate professional education,18,2,282,8.6,4,0,0
12233,23,university,8,14,357,10.1,4,7,0
12234,34,university,27,6,98,8.3,1,7,0
12235,26,university,4,17,94,6.7,1,11,0
12236,32,high school,22,2,60,10.1,4,19,0
12237,44,high school,4,10,207,18.8,1,4,0
12238,24,graduate professional education,24,26,169,2.2,18,4,0
12239,36,high school,13,1,68,1.6,17,7,0
12240,43,high school,19,13,83,7.3,2,2,0
12241,32,university,15,7,64,7.6,3,6,0
12242,34,high school,14,2,285,1.5,17,5,0
12243,39,high school,19,2,334,12.3,2,19,0
12244,34,graduate professional education,18,4,86,24.1,0,3,0
12245,29,university,4,20,169,1.8,0,9,0
12246,40,high school,16,4,60,4.2,1,21,0
12247,26,university,21,7,53,1.8,3,5,0
12248,30,high school,9,7,94,9.7,0,3,0
12249,49,high school,10,6,259,5.3,3,6,0
12250,28,graduate professional education,9,2,120,9.9,3,4,0
12251,28,university,18,5,86,12.1,2,6,0
12252,26,high school,10,14,240,9.4,10,2,0
12253,28,graduate professional education,9,15,101,12.2,17,4,0
12254,35,high school,16,6,98,6,1,6,0
12255,45,university,23,3,165,4.8,1,5,0
12256,26,high school,4,13,146,4.7,2,5,0
12257,27,high school,22,1,308,5.1,12,36,0
12258,24,0,9,0,86,9.6,0,7,0
12259,40,high school,15,9,131,5.3,2,2,0
12260,36,0,27,25,64,16.7,10,13,0
12261,21,university,6,2,60,7.8,1,4,0
12262,33,university,5,22,665,8.2,5,11,0
12263,32,high school,8,19,252,6.2,6,4,0
12264,41,high school,3,4,98,0,9,13,0
12265,40,high school,10,3,116,14.3,2,9,0
12266,29,high school,8,4,128,10.2,2,20,0
12267,41,0,22,5,124,3,3,6,0
12268,40,high school,5,11,240,2.8,5,0,0
12269,48,high school,10,12,68,12,11,9,0
12270,28,high school,0,5,214,5.9,1,8,0
12271,30,university,5,19,98,5.3,3,9,0
12272,43,0,14,4,165,12.8,3,35,0
12273,51,graduate professional education,9,10,135,11.6,3,3,0
12274,50,high school,2,4,128,1.8,5,26,0
12275,26,university,9,9,376,1,1,17,0
12276,42,graduate professional education,8,2,436,21,14,7,0
12277,46,high school,7,0,105,30.6,6,1,0
12278,27,high school,13,2,165,10.2,1,8,0
12279,30,high school,22,19,98,11.1,3,3,0
12280,39,high school,20,9,199,3.6,1,23,0
12281,38,high school,3,4,180,12.2,2,54,0
12282,39,university,1,1,94,17.1,3,9,0
12283,40,high school,7,16,146,2.8,5,7,0
12284,45,graduate professional education,15,15,252,9.4,2,26,0
12285,50,university,9,2,75,6.2,5,63,0
12286,50,high school,16,6,116,14.9,10,10,0
12287,29,university,11,19,394,8.9,1,4,0
12288,41,graduate professional education,22,10,120,10.2,1,19,0
12289,28,university,16,9,131,9.6,4,11,0
12290,34,high school,16,25,282,13.8,2,1,0
12291,35,high school,16,19,105,17.1,7,18,0
12292,34,high school,13,2,203,1,3,4,0
12293,35,university,12,7,71,5.2,1,1,0
12294,24,university,7,4,71,4.2,3,2,0
12295,30,high school,4,6,334,3,2,10,0
12296,33,high school,10,3,56,1.8,3,3,0
12297,28,university,0,17,105,10.8,2,6,0
12298,41,graduate professional education,1,0,259,19.6,0,3,0
12299,40,graduate professional education,1,7,68,9.7,2,3,0
12300,34,high school,10,0,116,8.2,2,3,0
12301,42,graduate professional education,4,6,218,16.6,16,7,0
12302,41,graduate professional education,4,12,98,11.6,18,13,0
12303,41,high school,1,8,135,3.3,0,22,0
12304,36,high school,0,6,79,6.2,10,1,0
12305,48,high school,4,3,143,7.1,7,2,0
12306,35,university,6,25,165,15.6,2,23,0
12307,36,graduate professional education,6,25,195,11.2,2,4,0
12308,54,university,19,0,71,8.2,1,0,0
12309,31,high school,17,12,79,4.6,2,11,0
12310,34,high school,22,6,146,7.4,10,19,0
12311,34,university,8,3,101,14.6,1,11,0
12312,33,high school,8,22,304,5.3,1,6,0
12313,39,high school,13,22,86,1.9,5,1,0
12314,37,high school,12,11,342,5.3,0,15,0
12315,25,university,2,12,162,13,8,18,0
12316,22,high school,9,5,210,11.1,10,19,0
12317,24,high school,22,1,165,5.7,3,27,0
12318,46,university,15,2,154,7.1,1,34,0
12319,35,high school,2,4,124,12.8,9,15,0
12320,24,university,8,10,68,1.8,2,7,0
12321,46,0,6,7,218,17,0,3,0
12322,26,high school,19,16,124,5.5,3,3,0
12323,37,university,1,9,131,0.7,4,3,0
12324,27,high school,1,10,79,13.3,1,23,0
12325,28,graduate professional education,2,11,98,3,6,4,0
12326,51,high school,19,6,116,6.3,2,16,0
12327,27,university,9,10,113,12.8,4,19,0
12328,55,university,9,4,255,13,10,9,0
12329,27,high school,5,10,90,10.3,1,3,0
12330,34,university,0,9,105,0,2,7,0
12331,36,high school,9,15,165,13,2,6,0
12332,28,high school,1,4,240,15.4,2,3,0
12333,46,university,22,9,60,5.1,15,10,0
12334,47,university,4,9,101,14.5,3,9,0
12335,39,graduate professional education,12,24,131,4.9,5,8,0
12336,36,high school,22,9,109,1.9,10,5,0
12337,39,0,22,0,75,1.2,3,5,0
12338,32,0,1,21,162,7,2,9,0
12339,36,high school,6,3,165,3.3,3,13,0
12340,26,high school,3,0,120,4.9,4,19,0
12341,28,graduate professional education,13,2,83,17.4,6,8,0
12342,45,university,6,6,105,1.6,1,11,0
12343,43,high school,16,17,623,3,3,8,0
12344,48,university,17,11,128,10.8,1,48,0
12345,38,high school,21,0,94,1.7,6,4,0
12346,32,high school,13,0,214,6.7,17,15,0
12347,31,university,14,9,131,8.2,6,11,0
12348,27,high school,0,1,79,12,3,1,0
12349,22,high school,9,16,308,9.4,4,0,0
12350,30,high school,7,16,94,7.8,8,4,0
12351,41,graduate professional education,20,6,143,15.4,3,4,0
12352,29,university,6,1,162,4.8,8,5,0
12353,29,high school,15,10,79,7,4,3,0
12354,22,high school,6,16,165,2.4,2,13,0
12355,24,high school,9,11,53,1,1,12,0
12356,33,university,8,11,120,5.4,3,9,0
12357,42,high school,9,13,101,7.9,5,3,0
12358,50,high school,22,23,376,4.8,3,7,0
12359,29,university,7,1,282,16.5,10,13,0
12360,40,graduate professional education,18,9,120,3.2,9,1,0
12361,39,high school,9,11,135,4.7,18,8,0
12362,41,high school,16,5,79,5.3,8,7,0
12363,39,high school,10,2,165,30.3,1,4,0
12364,28,high school,7,7,109,11,7,8,0
12365,34,university,6,8,79,3.7,4,2,0
12366,23,high school,15,3,98,12,3,5,0
12367,39,university,0,13,90,11.6,2,5,0
12368,21,high school,16,9,98,9.4,4,29,0
12369,39,university,4,25,101,4.7,7,3,0
12370,36,university,7,9,86,7.8,2,4,0
12371,35,university,12,3,128,12.2,7,4,0
12372,31,university,13,8,64,1.5,2,2,0
12373,35,high school,16,10,195,10.3,10,9,0
12374,47,high school,13,6,195,0,3,16,0
12375,21,university,22,2,218,7.4,1,3,0
12376,31,graduate professional education,26,23,79,5.4,6,1,0
12377,28,university,4,9,173,13.2,2,10,0
12378,43,university,0,19,154,8.2,4,27,0
12379,33,graduate professional education,2,0,237,23.3,9,4,0
12380,42,university,4,21,131,3.1,2,19,0
12381,47,university,9,2,98,1.8,4,4,0
12382,39,high school,15,9,342,12.2,1,3,0
12383,39,high school,8,12,274,7,9,11,0
12384,40,high school,16,2,101,8.5,1,7,0
12385,29,high school,12,13,195,7.6,3,3,0
12386,30,0,5,1,113,1.7,3,8,0
12387,30,university,0,3,60,9.6,1,7,0
12388,30,university,0,8,308,14.4,3,3,0
12389,37,high school,13,9,98,6.8,3,6,0
12390,30,high school,12,9,323,2.3,2,8,0
12391,33,high school,9,13,203,4.2,1,9,0
12392,31,high school,22,2,120,9.6,5,8,0
12393,30,high school,2,16,75,5.6,1,0,0
12394,25,0,6,4,131,14.3,0,5,0
12395,24,university,21,4,623,9.6,6,13,0
12396,39,university,13,17,214,7.8,1,22,0
12397,46,high school,8,8,109,1,10,63,0
12398,39,high school,7,3,109,7.6,3,9,0
12399,34,high school,4,5,94,4.1,14,6,0
12400,40,high school,21,6,79,0.6,0,10,0
12401,35,high school,5,8,146,19,1,20,0
12402,39,university,3,7,79,1.5,16,4,0
12403,25,university,20,1,64,21,2,20,0
12404,26,high school,9,5,139,7.3,2,35,0
12405,38,0,8,7,128,5.6,4,7,0
12406,39,university,11,1,98,6.7,0,14,0
12407,41,university,13,19,308,5.6,5,9,0
12408,32,high school,7,9,83,6.1,2,17,0
12409,40,university,4,6,192,17.6,0,11,0
12410,33,graduate professional education,9,25,240,13.2,1,16,0
12411,48,high school,1,13,282,6.3,3,5,0
12412,43,university,18,3,173,4.7,0,18,0
12413,40,university,5,6,53,17.6,0,38,0
12414,43,high school,9,4,169,5,1,36,0
12415,27,high school,20,16,98,4.4,8,11,0
12416,29,university,22,5,120,11,6,6,0
12417,41,high school,16,10,98,1,4,15,0
12418,33,high school,7,1,188,2.2,2,1,0
12419,39,high school,0,4,124,9.4,2,9,0
12420,21,high school,4,8,79,9.4,1,41,0
12421,35,high school,3,10,394,22.8,1,1,0
12422,29,high school,4,8,184,5,1,35,0
12423,25,university,19,7,75,16.7,16,10,0
12424,48,high school,12,2,154,5.9,3,16,0
12425,28,0,7,17,128,11.1,10,8,0
12426,38,high school,0,16,225,14.4,0,3,0
12427,29,university,0,1,83,10.3,0,11,0
12428,43,university,18,12,162,8.2,3,5,0
12429,34,high school,13,16,90,8.2,5,4,0
12430,25,high school,4,4,128,10.2,0,3,0
12431,34,high school,7,9,177,7.7,10,27,0
12432,23,high school,2,7,113,17,8,2,0
12433,39,university,9,14,259,5,5,3,0
12434,39,0,8,9,177,17.2,1,18,0
12435,33,high school,18,13,240,12.1,4,8,0
12436,39,0,0,1,113,14.3,1,4,0
12437,22,university,11,3,94,3.8,3,36,0
12438,31,university,3,8,210,12.3,18,11,0
12439,24,high school,4,20,225,12.2,5,1,0
12440,29,high school,19,2,210,3,2,2,0
12441,39,high school,5,0,545,11.8,3,3,0
12442,29,university,8,9,113,14.6,1,14,0
12443,29,graduate professional education,13,5,146,17.2,6,3,0
12444,37,graduate professional education,3,10,64,8.1,1,2,0
12445,21,high school,8,0,83,10,3,4,0
12446,42,university,16,10,274,2.6,2,4,0
12447,39,university,8,14,120,8.9,1,5,0
12448,31,university,18,5,101,3.8,1,8,0
12449,39,graduate professional education,2,9,222,5.6,17,4,0
12450,35,0,7,9,116,12.1,4,4,0
12451,30,high school,21,2,64,14.4,2,31,0
12452,42,high school,0,16,68,18.2,1,3,0
12453,39,high school,8,1,98,3.2,1,16,0
12454,37,graduate professional education,7,0,274,2.2,2,21,0
12455,43,graduate professional education,14,13,293,5.4,0,31,0
12456,21,graduate professional education,7,12,267,15.4,1,20,0
12457,41,university,0,23,86,17.1,1,32,0
12458,40,high school,12,0,192,7.1,4,3,0
12459,33,high school,1,1,203,13,5,2,0
12460,34,high school,8,15,165,4.1,8,3,0
12461,22,high school,6,16,128,10.8,6,13,0
12462,25,university,5,10,94,14.4,0,18,0
12463,38,high school,8,3,124,15.2,2,3,0
12464,43,high school,3,4,75,23.3,2,5,0
12465,26,university,16,9,131,4.8,2,41,0
12466,50,high school,10,7,109,3.6,1,11,0
12467,23,high school,0,14,154,9.1,14,8,0
12468,40,university,11,7,64,4.7,4,1,0
12469,41,high school,1,0,86,13.3,2,8,0
12470,34,high school,4,3,98,1.2,1,23,0
12471,32,high school,9,1,541,2.1,7,5,0
12472,36,high school,13,6,135,4.6,0,9,0
12473,45,0,6,27,334,11.6,3,19,0
12474,52,university,21,17,116,2.5,0,4,0
12475,47,high school,5,5,64,5,10,11,0
12476,37,high school,0,3,146,4.2,8,15,0
12477,39,high school,8,8,165,24.8,2,3,0
12478,23,high school,12,8,86,11.1,2,13,0
12479,37,university,11,17,146,3.1,1,2,0
12480,39,high school,0,4,109,0,2,7,0
12481,28,high school,0,14,68,15.1,2,15,0
12482,46,university,16,8,146,23.4,3,3,0
12483,32,high school,6,3,473,11.4,1,1,0
12484,51,high school,6,7,165,0.6,2,3,0
12485,52,high school,12,11,131,5.5,2,1,0
12486,32,high school,14,9,229,7.4,6,3,0
12487,33,high school,16,3,75,9.5,3,2,0
12488,48,high school,13,3,158,9.6,3,4,0
12489,45,high school,14,7,116,3.3,1,7,0
12490,52,high school,9,6,83,9.6,4,2,0
12491,40,high school,3,17,135,16.7,0,29,0
12492,36,university,12,5,131,10,1,7,0
12493,46,high school,4,10,131,6.1,2,5,0
12494,38,university,12,13,64,9.6,7,7,0
12495,38,high school,3,19,64,8.2,1,41,0
12496,49,high school,4,13,376,21,1,4,0
12497,37,graduate professional education,8,9,120,4.8,2,5,0
12498,27,university,13,4,64,7.7,7,5,0
12499,39,high school,19,7,120,24.2,1,4,0
12500,39,high school,20,4,139,10.6,1,28,0
12501,36,university,0,0,240,24.8,2,8,0
12502,38,0,9,12,64,6,1,5,0
12503,44,university,23,21,229,8.5,17,0,0
12504,28,graduate professional education,4,25,177,1,7,21,0
12505,37,university,8,3,665,3.8,3,3,0
12506,27,high school,9,2,282,13,3,5,0
12507,27,high school,0,25,150,9.5,1,5,0
12508,48,university,4,10,195,7.3,3,5,0
12509,40,high school,5,12,105,9.5,3,8,0
12510,27,high school,7,21,169,7.1,3,4,0
12511,33,high school,13,9,361,7.8,1,4,0
12512,43,high school,27,1,79,1.8,2,21,0
12513,29,university,0,19,139,3.2,3,5,0
12514,28,high school,18,6,146,8.8,4,3,0
12515,33,high school,10,16,128,16.3,2,4,0
12516,30,graduate professional education,5,17,64,6.2,5,21,0
12517,41,university,11,2,116,2.2,0,9,0
12518,40,high school,1,19,244,14.3,3,8,0
12519,36,graduate professional education,1,6,86,17.4,2,4,0
12520,34,high school,9,3,143,2.5,0,2,0
12521,33,high school,4,2,98,12.5,3,11,0
12522,29,university,19,14,98,2.2,3,5,0
12523,37,university,19,21,128,10.9,2,8,0
12524,28,high school,7,13,203,15.6,1,2,0
12525,34,high school,5,7,90,13.3,3,1,0
12526,31,university,8,4,101,5.1,4,18,0
12527,45,graduate professional education,1,2,162,9.6,13,20,0
12528,28,high school,3,16,139,4.3,2,3,0
12529,29,high school,7,17,192,15.2,1,3,0
12530,25,high school,5,9,597,7.8,3,4,0
12531,28,high school,8,10,120,6.2,4,32,0
12532,39,high school,18,19,120,9.4,4,18,0
12533,28,high school,13,5,109,8.8,7,15,0
12534,26,high school,18,0,252,18.2,2,2,0
12535,29,0,17,5,101,10.2,2,6,0
12536,28,high school,13,0,225,6.7,6,36,0
12537,37,high school,18,23,105,3.2,7,19,0
12538,35,high school,23,0,90,13,0,8,0
12539,34,university,1,4,90,20.4,3,6,0
12540,36,university,0,18,192,24,2,8,0
12541,39,high school,16,9,293,5.8,1,8,0
12542,35,high school,16,2,334,1.5,11,5,0
12543,34,high school,5,2,278,8.9,1,4,0
12544,34,university,9,6,282,6,17,9,0
12545,47,high school,4,7,105,5.8,3,4,0
12546,29,graduate professional education,7,4,124,8.5,3,45,0
12547,28,high school,14,8,169,9.6,9,29,0
12548,40,high school,10,10,237,6.3,3,12,0
12549,34,high school,7,0,113,13.8,7,1,0
12550,40,high school,1,4,128,10.2,6,8,0
12551,27,high school,12,13,98,2.3,12,3,0
12552,41,university,22,1,71,9.5,3,8,0
12553,29,university,18,2,98,8.2,1,5,0
12554,33,high school,1,0,83,4.4,14,1,0
12555,37,high school,5,5,473,10.2,1,37,0
12556,40,high school,0,12,116,2.6,4,1,0
12557,41,graduate professional education,1,2,308,6.7,1,19,0
12558,28,university,10,0,131,4.7,4,4,0
12559,43,high school,9,11,101,3.2,4,15,0
12560,41,high school,15,15,282,4.5,14,8,0
12561,32,university,4,22,94,5,1,1,0
12562,48,high school,14,6,376,6,6,16,0
12563,28,high school,4,7,83,7.9,3,5,0
12564,27,high school,8,17,68,10.3,1,3,0
12565,51,university,1,23,169,7,2,4,0
12566,35,high school,6,1,165,3.1,2,4,0
12567,35,graduate professional education,1,9,210,10.3,4,9,0
12568,21,high school,3,6,165,7.8,3,1,0
12569,39,high school,22,1,109,5,5,8,0
12570,39,high school,7,1,146,4.7,0,2,0
12571,40,high school,12,1,98,9.8,1,4,0
12572,43,0,9,13,597,5,0,3,0
12573,36,high school,4,5,105,7.6,1,63,0
12574,28,high school,3,2,109,12.2,0,16,0
12575,35,high school,13,2,285,18.6,3,21,0
12576,27,high school,4,16,86,12,0,5,0
12577,45,graduate professional education,4,16,131,2.3,1,2,0
12578,36,0,2,3,94,10.8,4,5,0
12579,27,0,14,2,98,1.9,12,69,0
12580,28,high school,3,10,237,4.7,3,11,0
12581,28,high school,16,9,192,8,2,11,0
12582,41,high school,3,10,113,12,2,8,0
12583,36,graduate professional education,8,10,120,15.1,17,18,0
12584,39,university,11,1,98,5.8,6,2,0
12585,22,high school,7,20,75,5.5,5,8,0
12586,42,university,17,0,128,2.2,2,5,0
12587,28,high school,6,16,94,1.5,1,8,0
12588,42,university,16,27,56,0,1,14,0
12589,51,high school,16,17,113,5.5,3,32,0
12590,39,high school,8,8,64,9.4,19,4,0
12591,36,high school,8,1,79,12,1,3,0
12592,43,university,5,0,909,3,1,3,0
12593,48,high school,3,19,229,24.2,2,8,0
12594,28,high school,11,19,109,9.4,2,27,0
12595,39,high school,7,5,86,7.8,8,11,0
12596,34,graduate professional education,7,2,259,1.5,0,12,0
12597,35,high school,20,8,83,6.7,1,28,0
12598,38,graduate professional education,1,0,83,5.8,12,19,0
12599,39,high school,12,6,192,7.2,2,29,0
12600,34,high school,4,0,64,5.9,1,2,0
12601,31,graduate professional education,7,25,105,4.1,5,15,0
12602,39,0,16,7,94,10.8,5,4,0
12603,46,high school,0,2,101,2.6,4,1,0
12604,31,high school,18,11,131,2.2,3,15,0
12605,52,high school,12,4,135,5.3,3,3,0
12606,39,graduate professional education,5,1,165,4,2,35,0
12607,29,high school,16,2,101,11.6,5,5,0
12608,46,high school,5,20,105,6.2,4,2,0
12609,35,university,10,2,120,13.8,1,7,0
12610,30,high school,3,15,165,18.7,1,0,0
12611,39,high school,9,21,98,6,1,1,0
12612,29,high school,11,21,109,4,3,5,0
12613,21,graduate professional education,8,2,101,3.2,3,28,0
